ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
3218,100,หัวหิน - โป่งแย้,14+558,3373,1457,21,46,20,1384,19,18,11,11,6360,1.97,17,1370,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
213,302,สร้างค้อ - สกลนคร,167+000,3374,1289,184,145,125,4782,630,327,247,99,11202,14.04,77,3244,สกลนครที่ 1,สกลนคร
309,103,อยุธยา - บางเสด็จ,25+200,3374,3118,411,155,1390,1900,710,510,632,400,12600,30.14,20,2866,อยุธยา,พระนครศรีอยุธยา
1180,100,สวรรคโลก - ปลายราง,7+250,3375,122,6,0,1,218,154,49,109,14,4048,8.08,81,1278,สุโขทัย,สุโขทัย
1021,101,แม่ต๋ำ - บ้านใหม่,7+800,3376,1588,139,3,210,4099,568,474,336,163,10956,16.01,90,2478,พะเยา,พะเยา
115,302,คลองโนน - เนินสมอ,89+000,3378,457,9,33,15,5191,237,143,40,18,9521,5.11,26,5171,พิจิตร,พิจิตร
366,100,ทางเลี่ยงเมืองลพบุรี,6+000,3381,1280,258,58,127,1985,871,693,906,797,10356,33.33,5,670,ลพบุรีที่ 1,ลพบุรี
3238,100,เจ็ดเสมียน - โคกหม้อ,11+570,3391,46,48,50,33,3654,111,179,105,111,7728,7.62,25,3507,ราชบุรี,ราชบุรี
220,101,ศรีสะเกษ - วังหิน,12+500,3401,525,57,54,32,5567,328,108,84,71,10227,6.62,26,2276,ศรีสะเกษที่ 1,ศรีสะเกษ
41,300,ท่าโรงช้าง - ท่าชี,172+726,3404,1802,34,2,80,5875,979,1185,1038,1097,15496,28.27,3,1129,สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
3413,100,ทางเข้าบางบ่อ,1+960,3408,1582,479,343,352,5476,756,468,551,381,13796,20.67,42,3237,สมุทรปราการ,สมุทรปราการ
2382,100,เขื่องใน - ธาตุน้อย,2+500,3413,1610,145,55,36,1221,457,277,139,73,7426,13.96,177,3205,อุบลราชธานีที่ 1,อุบลราชธานี
12,703,หนองแก - บ้านฝาง,508+049,3415,2018,393,109,348,13394,637,454,743,506,22017,12.7,129,11189,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
3013,101,หนองฉาง - ทัพทัน,2+446,3415,75,0,22,73,244,174,89,111,54,4257,12.29,35,1002,อุทัยธานี,อุทัยธานี
1,1302,แยกประตูชัย - พาน,867+967,3420,2051,242,287,482,6586,1408,1153,750,857,17236,28.64,183,2188,พะเยา,พะเยา
12,1100,คำพอก - มุกดาหาร,744+341,3426,3156,296,352,729,5332,490,507,550,563,15401,20.72,109,2924,มุกดาหาร,มุกดาหาร
3004,100,แยกจิรประวัติ - พระนอน,6+498,3432,2595,53,42,30,5748,493,306,314,265,13278,10.92,4,2520,นครสวรรค์ที่ 1,นครสวรรค์
1,1003,วังม่วง - แม่เชียงรายบน,543+117,3433,1441,104,160,376,441,831,835,887,342,8850,38.77,62,621,ตากที่ 1,ตาก
3548,100,ท่ามะกา - ท่าม่วง,11+586,3437,422,196,70,79,3664,272,288,340,168,8936,13.62,47,3365,กาญจนบุรี,กาญจนบุรี
3196,301,จันเสน - ท่าแค,59+800,3440,2677,97,36,67,2134,195,81,122,44,8893,6.13,15,1555,ลพบุรีที่ 1,ลพบุรี
2065,100,พล - ลำชี,4+500,3450,682,36,102,31,441,274,111,86,39,5252,12.24,39,2520,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
3575,100,ทางเข้าบ้านค่าย,1+000,3450,1331,280,73,132,4753,240,221,131,145,10756,8.76,9,3027,ระยอง,ระยอง
3701,500,ทางต่างระดับคีรี - พัทยา,122+000,3464,2295,106,68,309,1009,197,158,144,9,7759,11.41,5,610,ชลบุรีที่ 2,ชลบุรี
201,405,ปากภู - เชียงคาน,369+357,3465,307,62,107,49,4960,337,111,200,67,9665,9.01,7,1425,เลยที่ 1,เลย
3052,100,ป่าส้าน - เขาชะโงก,4+000,3466,3040,1393,1113,978,927,485,350,262,160,12174,27.5,396,2338,นครนายก,นครนายก
102,101,อุตรดิตถ์ - ห้วยไผ่,0+200,3475,1019,51,30,88,4170,225,113,64,33,9268,5.97,19,2241,อุตรดิตถ์ที่ 1,อุตรดิตถ์
3079,102,ศรีมหาโพธิ - พญาจ่าย,23+522,3475,1686,595,340,386,217,283,392,428,234,8036,25.67,13,2440,ปราจีนบุรี,ปราจีนบุรี
317,200,เขาแหลม - สระแก้ว,95+500,3476,3575,32,39,101,4246,353,316,334,332,12804,11.52,32,2436,สระแก้ว (วัฒนานคร),สระแก้ว
3076,301,วังขอน - พนมสารคาม,48+520,3482,952,219,0,237,1503,990,414,416,297,8510,27.66,24,1143,ฉะเชิงเทรา,ฉะเชิงเทรา
226,301,ลำน้ำชี - บ้านพม่า,175+562,3492,1246,160,57,63,4292,483,364,367,194,10718,14.26,7,1931,สุรินทร์,สุรินทร์
2043,200,ยางเฌอ - มหาชนะชัย,29+500,3493,530,41,51,71,543,122,78,65,44,5038,8.56,10,1174,ยโสธร,ร้อยเอ็ด
2034,200,บุ่งเขียว - หนองผือ,75+815,3496,3588,277,204,182,728,98,137,89,86,8885,8.96,190,1258,อำนาจเจริญ,อุบลราชธานี
227,102,แยกดงแหลม - ลำพันชาด,77+000,3501,2464,473,428,408,2785,1744,1383,1207,870,15263,39.57,576,2955,กาฬสินธุ์,กาฬสินธุ์
321,201,กำแพงแสน-ทุ่งคอก,48+551,3518,1567,435,23,21,6473,372,762,2021,706,15898,24.56,23,1692,สุพรรณบุรีที่ 2 (อู่ทอง),สุพรรณบุรี
4091,102,เขาค่าย - เขาปีบ,59+373,3520,532,16,3,3,1058,139,36,23,6,5336,3.94,1,1363,ระนอง,ชุมพร
359,200,เขามะกา - เขาหินซ้อน,41+793,3523,2547,2022,101,107,1571,601,653,1153,1098,13376,27.76,27,163,ปราจีนบุรี,ปราจีนบุรี
1072,101,หนองเบน - ลาดยาว,1+000,3523,3387,54,8,37,337,204,166,128,50,7894,7.51,38,2510,นครสวรรค์ที่ 1,นครสวรรค์
3263,100,อยุธยา - ไผ่กองดิน,20+088,3524,4106,110,235,107,1934,531,499,607,321,11974,19.21,18,1661,อยุธยา,พระนครศรีอยุธยา
4015,201,เขาธง - ฉวาง,38+000,3526,3920,149,144,35,1189,266,72,39,28,9368,6.23,52,2156,นครศรีธรรมราชที่ 2 (ทุ่งสง),นครศรีธรรมราช
1037,100,ศรีชุม - แม่ทะ,8+500,3528,3416,109,54,18,2195,267,193,149,119,10048,7.96,27,1595,ลำปางที่ 1,ลำปาง
2367,100,มหาสารคาม - บ้านม่วง,8+500,3528,2964,97,61,50,3418,561,66,49,43,10837,7.66,36,3027,มหาสารคาม,มหาสารคาม
1,1001,วังเจ้า - ตาก,511+796,3539,5104,10,7,150,1899,949,937,821,1505,14921,29.28,33,936,ตากที่ 1,ตาก
4001,100,แยกโพธารส - ท่ายาง,5+500,3548,954,174,61,32,5670,236,266,47,18,11006,6,48,4082,ชุมพร,ชุมพร
4,1201,นาวง - ห้วยยอด,1076+665,3572,889,36,33,8,4923,183,268,52,89,10053,6.3,9,4531,ตรัง,ตรัง
294,100,ทางเลี่ยงเมืองศรีสะเกษ,1+500,3577,2415,11,10,24,4109,397,257,377,177,11354,10.94,4,2211,ศรีสะเกษที่ 1,ศรีสะเกษ
105,101,แม่สอด - ห้วยบง,4+590,3578,348,262,41,0,4610,339,212,156,29,9575,8.12,142,2527,ตากที่ 2 (แม่สอด),ตาก
3702,500,ทางต่างระดับคีรี - พัทยา,122+000,3580,2533,115,111,732,1137,621,554,375,21,9779,24.69,7,638,ชลบุรีที่ 2,ชลบุรี
2267,101,โพนพิสัย - โนนต้อง,24+700,3581,164,13,33,17,54,222,63,50,21,4218,9.63,16,1724,หนองคาย,หนองคาย
214,202,ร้อยเอ็ด - จตุรพักตรพิมาน,63+153,3584,1615,159,20,25,4303,280,77,134,49,10246,5.71,16,1777,ร้อยเอ็ด,ร้อยเอ็ด
3486,102,โคคลาน - ใหม่ไทยถาวร,8+000,3584,1327,82,101,169,1022,226,235,425,289,7460,19.37,92,665,สระแก้ว (วัฒนานคร),สระแก้ว
218,102,โคกสูง - นางรอง,38+800,3589,1508,135,41,80,1845,334,219,191,254,8196,13.65,37,909,บุรีรัมย์,บุรีรัมย์
2038,200,ห้วยน้ำเงิน - เมืองใหม่,14+500,3590,1266,60,21,86,589,298,202,175,81,6368,13.55,15,2078,หนองบัวลำภู,ขอนแก่น
317,200,เขาแหลม - สระแก้ว,129+494,3595,3518,84,89,116,7671,540,448,395,369,16825,11.63,16,2753,สระแก้ว (วัฒนานคร),สระแก้ว
242,101,หนองคาย - หนองบัว,1+189,3599,775,207,83,39,389,118,203,170,84,5667,12.3,287,2694,หนองคาย,หนองคาย
44,302,ท่าเรือ - หินโงก,110+057,3603,1715,215,166,102,6503,425,520,469,450,14168,15.05,13,741,สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
227,102,แยกดงแหลม - ลำพันชาด,66+750,3604,2382,467,385,395,2689,1986,1253,1017,974,15152,39.67,617,3262,กาฬสินธุ์,กาฬสินธุ์
1275,100,มะขามสูง - พญาแมน,15+000,3604,3610,0,150,130,927,664,330,228,189,9832,17.2,210,2084,พิษณุโลกที่ 1,พิษณุโลก
2243,200,อีเหลอ - ปากช่อง,68+138,3606,3173,668,594,565,1675,866,650,567,577,12941,29.51,547,1848,นครราชสีมาที่ 2,นครราชสีมา
22,302,สว่างแดนดิน-สูงเนิน,103+820,3608,342,14,2,143,6002,414,170,183,192,11070,9.97,12,2446,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
202,701,สะพานคลองลำเซ - ปทุมราชวงศา,322+780,3608,1790,128,166,137,1855,408,276,132,160,8660,14.77,119,2157,อำนาจเจริญ,อำนาจเจริญ
210,203,นาคำไฮ - วังสำราญ,93+976,3609,2299,477,393,408,3375,1461,1534,2052,1267,16875,42.16,29,2823,หนองบัวลำภู,หนองบัวลำภู
333,200,สระกระโจม - บ้านไร่,64+000,3612,1367,23,12,1,4444,190,180,158,50,10037,5.89,34,2724,สุพรรณบุรีที่ 1,สุพรรณบุรี
4,701,น้ำรอด - พ่อตาหินช้าง,428+490,3619,673,23,185,172,8008,1100,1718,904,1697,18099,31.91,10,1002,ชุมพร,ชุมพร
4,904,นาเหนือ - เขาคราม,941+327,3621,2553,200,148,290,4455,328,321,194,130,12240,11.53,14,1907,พังงา,กระบี่
4,603,หนองหมู - ห้วยยาง,315+813,3625,3876,175,7,117,2864,990,1522,1599,981,15756,33.11,9,911,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
1045,201,วังสีสูบ - เขื่อนสิริกิติ์,10+798,3630,2996,102,58,73,7323,150,159,76,67,14634,3.98,100,7431,อุตรดิตถ์ที่ 2,อุตรดิตถ์
3574,201,เขาน้อย - บ้านค่าย,33+818,3631,1133,43,7,84,6368,619,650,339,692,13566,17.63,8,3167,ระยอง,ระยอง
3303,100,บางระจัน - โพทะเล,2+000,3643,474,0,0,4,2167,863,673,485,19,8328,24.54,25,2146,สิงห์บุรี,สิงห์บุรี
129,100,ทางเลี่ยงเมืองแพร่,8+939,3649,1619,51,0,86,7752,559,390,375,360,14841,11.93,26,1448,แพร่,แพร่
2072,100,หนองปล้อง - พระบึง,1+000,3650,1020,70,24,22,1080,783,88,10,5,6752,13.8,102,2295,นครราชสีมาที่ 3,นครราชสีมา
1015,200,สะพานศรีวิชัย - สันป่าตอง,5+000,3660,2312,309,94,85,8734,423,120,77,76,15890,5.51,114,2482,เชียงใหม่ที่ 1,เชียงใหม่
3086,100,ลาดหญ้า - ทุ่งมะสังข์,0+170,3660,2889,64,60,106,3686,127,106,56,38,10792,4.57,48,3386,กาญจนบุรี,กาญจนบุรี
1001,100,เชียงใหม่ - บ้านโป่ง,30+300,3663,2402,988,776,741,3201,2759,563,347,278,15718,34.76,144,3520,เชียงใหม่ที่ 2,เชียงใหม่
2177,100,ศรีสงคราม - นาน้อย,5+514,3663,3647,85,61,71,2626,632,576,560,530,12451,19.52,472,2069,นครพนม,นครพนม
3043,100,อุทัย - หนองตาโล่,0+500,3663,1988,226,248,99,1539,1325,644,390,239,10361,28.42,22,3084,อยุธยา,พระนครศรีอยุธยา
227,301,บ้านผาสุก - วาริชภูมิ,153+063,3666,1921,90,30,27,460,156,71,51,6,6478,5.26,43,1691,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
2188,100,กันทรวิชัย - บ้านขี,12+000,3673,1539,71,29,128,1067,562,173,135,135,7512,15.47,71,1136,มหาสารคาม,มหาสารคาม
3477,100,บางปะอิน - อยุธยา,13+800,3673,1391,370,276,274,1749,331,384,200,171,8819,18.55,212,1322,อยุธยา,พระนครศรีอยุธยา
3483,100,คลองบางแก้ว - บ้านขวาง,1+300,3680,3835,1955,708,405,1056,527,495,214,168,13043,19.3,246,1853,อ่างทอง,อ่างทอง
2094,102,ผาอินทร์ - ท่าก้อน,33+000,3683,2015,266,25,17,629,219,54,64,49,7021,6.1,26,2782,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
212,201,ห้วยก้านเหลือง - ดงบัง,131+428,3685,2213,211,72,63,663,249,222,147,75,7600,10.9,118,1185,บึงกาฬ,บึงกาฬ
2077,103,สังขะ - บัวเชด,55+566,3692,1092,155,48,15,1062,715,308,264,137,7488,19.86,97,2397,สุรินทร์,สุรินทร์
